repo,pr_number,author,diff_hunk,review_comment,label
django/django,20308,VIZZARD-X,"@@ -329,3 +330,27 @@ def test_timedelta(self):
             json.dumps({""duration"": duration}, cls=DjangoJSONEncoder),
             '{""duration"": ""P0DT00H00M00S""}',
         )
+
+
+def test_deterministic_m2m_natural_key_ordering(self, format_):
+    jane = Author.objects.create(name=""Jane"")
+    article = Article.objects.create(
+        author=jane,
+        headline=""Deterministic M2M Ordering"",
+        pub_date=datetime.datetime(2006, 6, 16, 11, 00),
+    )
+    m1 = CategoryMetaData.objects.create(kind=""Alpha_Kind"")
+    m2 = CategoryMetaData.objects.create(kind=""Bravo_Kind"")
+    article.meta_data.add(m2, m1)
+    with mock.patch.object(
+        models.QuerySet, ""order_by"", side_effect=models.QuerySet.order_by, autospec=True
+    ) as mock_order_by:
+        serializers.serialize(format_, [article], use_natural_foreign_keys=True)
+        mock_order_by.assert_any_call(mock.ANY, ""pk"")
+
+
+register_tests(","Gotcha -- your changes touch both python and xml formats, so we do need coverage for both serializers.

Looking again, the original flaky test case quoted in the issue is placed under `fixtures`, not `serializers`, so placing the test there might help us avoid a lot of these questions.",
pandas-dev/pandas,61828,eicchen,"@@ -899,6 +906,13 @@ def _evaluate_op_method(self, other, op, arrow_funcs) -> Self:
         ):
             if op in [operator.add, roperator.radd]:
                 sep = pa.scalar("""", type=pa_type)
+                if (
+                    pa.types.is_string(other.type)
+                    or pa.types.is_large_string(other.type)
+                    or pa.types.is_binary(other.type)
+                    or isna(other).all()
+                ):",example?  im skeptical,
scrapy/scrapy,7386,albertedwardson,"@@ -17,9 +17,8 @@ async def download_request(self, request: Request) -> Response:
         uri = parse_data_uri(request.url)
         respcls = responsetypes.from_mimetype(uri.media_type)
 
-        resp_kwargs: dict[str, Any] = {}
         if issubclass(respcls, TextResponse) and uri.media_type.split(""/"")[0] == ""text"":
             charset = uri.media_type_parameters.get(""charset"")
-            resp_kwargs[""encoding""] = charset
+            return respcls(url=request.url, body=uri.data, encoding=charset)
 ","But we are repeating parameters unnecessarily, so you need to trust that you won’t change a parameter in one of the returns and forget about updating the other one. Not a big deal, specially in this scenario. But at the same time, if there is no strong reason to change existing code, it may be best to leave it as it was.",
django/django,20282,LilyFirefly,,"I have run the tests here locally on PostgreSQL 18 and they pass, so I think this part is ready.",
scrapy/scrapy,7118,wRAR,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7118?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:white_check_mark: All modified and coverable lines are covered by tests.
:white_check_mark: Project coverage is 91.13%. Comparing base ([`9cce6c3`](https://app.codecov.io/gh/scrapy/scrapy/commit/9cce6c30db7f7050e99a6668eb0406aed9b730a1?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`a817456`](https://app.codecov.io/gh/scrapy/scrapy/commit/a817456e48b7757fdcc011299c682c533a2afa4c?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 1 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

<details><summary>Additional details and impacted files</summary>



```diff
@@           Coverage Diff           @@
##           master    #7118   +/-   ##
=======================================
  Coverage   91.12%   91.13%           
=======================================
  Files         165      165           
  Lines       12837    12837           
  Branches     1661     1661           
=======================================
+ Hits        11698    11699    +1     
  Misses        857      857           
+ Partials      282      281    -1     
```
[see 1 file with indirect coverage changes](https://app.codecov.io/gh/scrapy/scrapy/pull/7118/indirect-changes?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)
</details>",
tiangolo/fastapi,14982,tiangolo,"@@ -0,0 +1,640 @@
+---
+name: fastapi
+description: FastAPI best practices and conventions. Use when working with FastAPI APIs and Pydantic models for them. Keeps FastAPI code clean and up to date with the latest features and patterns, updated with new versions. Write new code or refactor and update old code.
+---
+
+# FastAPI
+
+Official FastAPI skill to write code with best practices, keeping up to date with new versions and features.
+
+## Use the `fastapi` CLI
+
+To run the development server, in localhost, with reload:
+
+```bash
+fastapi dev
+```
+
+
+And to run the production server:
+
+```bash
+fastapi run
+```
+
+### Add an entrypoint in `pyproject.toml`
+
+FastAPI CLI will read the entrypoint in `pyproject.toml` to know where the FastAPI app is declared.
+
+```toml
+[tool.fastapi]
+entrypoint = ""my_app.main:app""
+```
+
+This way the same command can be used without having to pass a path every time.
+
+### Use `fastapi` with a path
+
+When adding the entrypoint to `pyproject.toml` is not possible, or the user explicitly asks not to, or it's running an independent small app, you can pass the path to the file to the `fastapi` command:
+
+```bash
+fastapi dev my_app/main.py
+```
+
+## Use `Annotated`
+
+Always prefer the `Annotated` style for parameter and dependency declarations.
+
+It keeps the function signatures working in other contexts, respects the types, allows reusability.
+
+### In Parameter Declarations
+
+Use `Annotated` for parameter declarations, including `Path`, `Query`, `Header`, etc.:
+
+```python
+from typing import Annotated
+
+from fastapi import FastAPI, Path, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/{item_id}"")
+async def read_item(
+    item_id: Annotated[int, Path(ge=1, description=""The item ID"")],
+    q: Annotated[str | None, Query(max_length=50)] = None,
+):
+    return {""message"": ""Hello World""}
+```
+
+instead of:
+
+```python
+# DO NOT DO THIS
+from fastapi import FastAPI, Path, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/{item_id}"")
+async def read_item(
+    item_id: int = Path(ge=1, description=""The item ID""),
+    q: str | None = Query(default=None, max_length=50),
+):
+    return {""message"": ""Hello World""}
+```
+
+### For Dependencies
+
+Use `Annotated` for dependencies with `Depends()`.
+
+Unless asked not to, create a new type alias for the dependency to allow re-using it.
+
+```python
+from typing import Annotated
+
+from fastapi import Depends, FastAPI
+
+app = FastAPI()
+
+
+def get_current_user():
+    return {""username"": ""johndoe""}
+
+
+CurrentUserDep = Annotated[dict, Depends(get_current_user)]
+
+
+@app.get(""/items/"")
+async def read_item(current_user: CurrentUserDep):
+    return {""message"": ""Hello World""}
+```
+
+instead of:
+
+```python
+# DO NOT DO THIS
+from fastapi import Depends, FastAPI
+
+app = FastAPI()
+
+
+def get_current_user():
+    return {""username"": ""johndoe""}
+
+
+@app.get(""/items/"")
+async def read_item(current_user: dict = Depends(get_current_user)):
+    return {""message"": ""Hello World""}
+```
+
+## Do not use Ellipsis for *path operations*
+
+Do not use `...` as a default value for required parameters.
+
+Do this, without Ellipsis (`...`):
+
+```python
+from typing import Annotated
+
+from fastapi import FastAPI, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/"")
+async def read_item(project_id: Annotated[int, Query()]):
+    return {""message"": ""Hello World""}
+```
+
+instead of this:
+
+```python
+# DO NOT DO THIS
+from fastapi import FastAPI, Query
+
+app = FastAPI()
+
+
+@app.get(""/items/"")
+async def read_item(project_id: int = Query(...)):
+    return {""message"": ""Hello World""}
+```
+
+## Do not use Ellipsis for Pydantic models
+
+Do this, without Ellipsis (`...`):
+
+```python
+from fastapi import FastAPI
+from pydantic import BaseModel, Field
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+    price: float = Field(gt=0)
+
+
+@app.post(""/items/"")
+async def create_item(item: Item):
+    return {""message"": ""Hello World""}
+```
+
+instead of this:
+
+```python
+# DO NOT DO THIS
+from fastapi import FastAPI
+from pydantic import BaseModel, Field
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str = ...
+    description: str | None = None
+    price: float = Field(..., gt=0)
+
+
+@app.post(""/items/"")
+async def create_item(item: Item):
+    return {""message"": ""Hello World""}
+```
+
+## Return Type or Response Model
+
+When possible, include a return type. It will be used to validate, filter, document, and serialize the response.
+
+```python
+from fastapi import FastAPI
+from pydantic import BaseModel
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+
+
+@app.get(""/items/me"")
+async def get_item() -> Item:
+    return Item(name=""Plumbus"", description=""All-purpose home device"")
+```
+
+**Important**: Return types or response models are what filter data ensuring no sensitive information is exposed. And they are used to serialize data with Pydantic, this is the main idea that can increase response performance.
+
+The return type doesn't have to be a Pydantic model, it could be a different type, like a list of Pydantic models, or a dict, etc.
+
+### When to use `response_model` instead
+
+If the return type is not the same as the type that you want to use to validate, filter, serialize, use the `response_model` parameter on the decorator instead.
+
+```python
+from typing import Any
+
+from fastapi import FastAPI
+from pydantic import BaseModel
+
+app = FastAPI()
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+
+
+@app.get(""/items/me"", response_model=Item)
+async def get_item() -> Any:
+    return {""name"": ""Foo"", ""description"": ""A very nice Item""}
+```
+
+This can be in particular useful when filtering data to expose only the public fields, and avoid exposing sensitive information.
+
+```python
+from typing import Any
+
+from fastapi import FastAPI
+from pydantic import BaseModel
+
+app = FastAPI()
+
+
+class InternalItem(BaseModel):
+    name: str
+    description: str | None = None
+    secret_key: str
+
+
+class Item(BaseModel):
+    name: str
+    description: str | None = None
+
+
+@app.get(""/items/me"", response_model=Item)
+async def get_item() -> Any:
+    item = InternalItem(
+        name=""Foo"", description=""A very nice Item"", secret_key=""supersecret""
+    )
+    return item
+```
+
+## Performance
+
+Do not use `ORJSONResponse` or `UJSONResponse`, they are deprecated.
+
+Instead declare a return type or response model. Pydantic will handle the data serialization on the Rust side.
+
+### Including Routers
+
+When declaring routers, prefer to add router level parameters like prefix, tags, etc. to the router itself, instead of in `include_router()`.
+
+Do this:
+
+```python
+from fastapi import APIRouter, FastAPI
+
+app = FastAPI()
+
+router = APIRouter(prefix=""/items"", tags=[""items""])
+
+
+@router.get(""/"")
+async def list_items():
+    return []
+
+
+# In main.py
+app.include_router(router)
+```
+
+instead of this:
+
+```python
+# DO NOT DO THIS
+from fastapi import APIRouter, FastAPI
+
+app = FastAPI()
+
+router = APIRouter()
+
+
+@router.get(""/"")
+async def list_items():
+    return []
+
+
+# In main.py
+app.include_router(router, prefix=""/items"", tags=[""items""])
+```
+
+There could be exceptions but try to follow this convention.
+
+Apply shared dependencies at the router level via `dependencies=[Depends(...)]`.
+
+## Dependency Injection
+
+Use dependencies when:
+
+* They can't be declared in Pydantic validation and require additional logic
+* The logic depends on external resources or could block in any other way","```suggestion
* The logic depends on external resources or could be blocked in any other way
```",
django/django,19713,Antoliny0919,"@@ -418,22 +418,23 @@ subclass::
     * ``classes``
         A list or tuple containing extra CSS classes to apply to the fieldset.
         This can include any custom CSS class defined in the project, as well
-        as any of the CSS classes provided by Django. Within the default admin
-        site CSS stylesheet, two particularly useful classes are defined:
-        ``collapse`` and ``wide``.
+        as the CSS class provided by Django: ``collapse``.
 
         Example::
 
             {
-                ""classes"": [""wide"", ""collapse""],
+                ""classes"": [""collapse""],
             }
 
-        Fieldsets with the ``wide`` style will be given extra horizontal
-        space in the admin interface.
         Fieldsets with a name and the ``collapse`` style will be initially
         collapsed, using an expandable widget with a toggle for switching
         their visibility.
 
+        .. versionchanged:: 6.1",May as well reiterate this in the 6.1 backwards incompatible section.,
pandas-dev/pandas,64148,gautamvarmadatla,,"hi @jbrockmendel , pushed the fixes and ran benchmark. Seeing perf improvement across benchmark",
pallets/flask,5742,Badhreesh,,"> I wonder if there's a way to demonstrate the issue using the existing url, rather than changing to the `path` type, which doesn't really make sense in this context. Either using something like `<img>` that doesn't require a closing tag, or taking the argument from `request.args`?

I agree. Since the emphasis on escaping is to prevent the execution of scripts, I went ahead with using `request.args` to ensure correct demonstration of the issue.",
psf/requests,6802,graingert,"@@ -1,7 +1,7 @@
 -e .[socks]
 pytest>=2.8.0,<9
 pytest-cov
-pytest-httpbin==2.0.0
+pytest-httpbin==2.1.0rc1","```suggestion
pytest-httpbin==2.1.0
```",
django/django,20300,charettes,"@@ -114,36 +114,34 @@ def get_distance(self, f, value, lookup_type):
             ""Distance operations not available on this spatial backend.""
         )
 
-    def get_geom_placeholder(self, f, value, compiler):
+    def get_geom_placeholder_sql(self, f, value, compiler):
         """"""
         Return the placeholder for the given geometry field with the given
         value. Depending on the spatial backend, the placeholder may contain a
         stored procedure call to the transformation function of the spatial
         backend.
         """"""
 
-        def transform_value(value, field):
+        def must_transform_value(value, field):
             return value is not None and value.srid != field.srid
 
         if hasattr(value, ""as_sql""):
-            return (
-                ""%s(%%s, %s)"" % (self.spatial_function_name(""Transform""), f.srid)
-                if transform_value(value.output_field, f)
-                else ""%s""
-            )
-        if transform_value(value, f):
-            # Add Transform() to the SQL placeholder.
-            return ""%s(%s(%%s,%s), %s)"" % (
-                self.spatial_function_name(""Transform""),
-                self.from_text,
-                value.srid,
-                f.srid,
-            )
+            sql, params = compiler.compile(value)
+            if must_transform_value(value.output_field, f):
+                transform_func = self.spatial_function_name(""Transform"")
+                sql = f""{transform_func}({sql}, %s)""
+                params = (*params, f.srid)
+            return sql, params
+        elif must_transform_value(value, f):
+            transform_func = self.spatial_function_name(""Transform"")",We can't assign at the method scope as some backends don't support SRID transforms (e.g. MySQL),
django/django,20587,charettes,"@@ -417,10 +417,6 @@ class BaseDatabaseFeatures:
     # Does the Round() database function round to even?
     rounds_to_even = False
 
-    # Should dollar signs be prohibited in column aliases to prevent SQL
-    # injection?
-    prohibits_dollar_signs_in_column_aliases = False
-",This is no longer needed now that identifiers are quoted.,
